"species","decimalLongitude","decimalLatitude","dataSplit","Occ[1]_or_Bg[0]","ELEV","EVIM","EVISD","FC","HP","PDQ","PWQ","PhotoASTM","PhotoASTSD"
"Aedes albopictus",-4.58589952383957,36.6557551695389,"Training",1,167,2606.3837890625,424.683074951172,1,8.72766971588135,0.0150898182764649,0.209749072790146,17.1321506500244,5.82536697387695
"Aedes albopictus",120.315857581031,22.8306829468497,"Training",1,11,2333.05078125,634.864135742188,0,23.5513114929199,0.149966791272163,1.17397439479828,24.7455806732178,4.10992336273193
"Aedes albopictus",-4.48708484258572,36.7366035451102,"Training",1,95,1878.4921875,477.124328613281,0,33.174503326416,0.0135102700442076,0.210257068276405,17.0366325378418,5.45526695251465
"Aedes albopictus",-43.806344828778,-20.8274398616428,"Training",1,1005,3385.6025390625,961.223083496094,6,6.46100759506226,0.0430374778807163,0.674927949905396,19.6754264831543,2.59799432754517
"Aedes albopictus",120.549419554903,22.7588177241196,"Training",1,45,2451.15551757812,554.785705566406,3,3.58333420753479,0.151699408888817,1.44090950489044,22.762020111084,3.83421635627747
"Aedes albopictus",-156.562879292266,20.8633724746151,"Training",1,876,3410.37719726562,1527.134765625,62,0,0.0192730221897364,0.124564133584499,23.987476348877,1.30299973487854
"Aedes albopictus",120.297891275348,22.6869525013896,"Training",1,18,1692.3779296875,440.903442382812,1,75.9596633911133,0.127427577972412,1.10010933876038,25.0649948120117,3.91105675697327
"Aedes albopictus",-40.3118983735281,-18.4738538172344,"Training",1,112,3513.73559570312,823.280456542969,7,0.178351283073425,0.0766499415040016,0.430208772420883,24.4181709289551,2.2944450378418
"Aedes albopictus",-52.7805145171961,-29.7117780216426,"Training",1,67,4099.00927734375,734.560852050781,40,0.162518054246902,0.408369362354279,0.540464818477631,18.5913105010986,4.97825145721436
"Aedes albopictus",120.064329301475,29.289569839711,"Training",1,66,1313.42004394531,577.87451171875,0,76.9428558349609,0.227400407195091,0.619691908359528,17.8132667541504,8.91697406768799
"Aedes albopictus",1.72925692356577,41.3539441055146,"Training",1,225,1718.63647460938,382.957977294922,0,7.31331920623779,0.128344729542732,0.25593227148056,14.0531454086304,6.77889919281006
"Aedes albopictus",-0.175171478781209,38.8925602270111,"Training",1,119,3004.40014648438,306.778167724609,53,0.325701951980591,0.0609606578946114,0.240773037075996,17.8354434967041,5.9277172088623
"Aedes albopictus",-49.4118322017238,-16.4975601921586,"Training",1,742,3136.61181640625,952.872741699219,1,7.74141883850098,0.00923410430550575,0.726768374443054,23.6708202362061,1.79276823997498
"Aedes albopictus",109.598956241408,-7.38864321112744,"Training",1,222,3591.04077148438,856.769409179688,24,13.9608335494995,0.265919715166092,1.32642722129822,24.0120525360107,0.915985465049744
"Aedes albopictus",-51.1725301586107,-29.8465253142614,"Training",1,19,1925.35180664062,303.701812744141,4,29.2660179138184,0.383635938167572,0.495802074670792,19.5586528778076,4.7394061088562
"Aedes albopictus",-0.848907941875666,37.7427166633306,"Training",1,3,1138.89587402344,315.366760253906,0,19.4084873199463,0.0161739997565746,0.119159415364265,18.7386341094971,5.48641920089722
"Aedes albopictus",-37.7606829666104,-4.89132672125893,"Training",1,19,3099.09155273438,1386.47985839844,0,0.0390068031847477,0.00999718066304922,0.429383754730225,27.8412780761719,0.864366769790649
"Aedes albopictus",2.07959988437489,41.4707250924509,"Training",1,139,2001.42553710938,400.447143554688,2,43.3257369995117,0.125106886029243,0.24578820168972,15.2474813461304,6.22709941864014
"Aedes albopictus",-51.8103340103401,-22.7318682639886,"Training",1,324,3771.11840820312,833.955017089844,9,0.00567025411874056,0.136350363492966,0.536121249198914,23.7402477264404,3.55992221832275
"Aedes albopictus",120.477554332173,22.6779693485484,"Training",1,28,1869.34533691406,668.725708007812,1,82.9376831054688,0.127427577972412,1.10010933876038,25.0649948120117,3.91105675697327
"Aedes albopictus",120.684166847522,22.4623736803583,"Training",1,456,5165.46337890625,1274.82336425781,77,0.121780380606651,0.0964626520872116,1.23875069618225,24.3761653900146,3.37008476257324
"Aedes albopictus",-49.4387816602476,-15.4824639210969,"Training",1,626,3636.14672851562,1110.29223632812,12,0.0388402305543423,0.00336148263886571,0.6741823554039,24.7980575561523,1.69063484668732
"Aedes albopictus",-0.669244885050489,38.003228095727,"Training",1,44,1471.46459960938,304.709411621094,0,13.7571725845337,0.0280298702418804,0.116334676742554,18.3773574829102,6.14324045181274
"Aedes albopictus",-51.0377828659918,-29.0829573227549,"Training",1,809,4666.8154296875,838.713989257812,60,0.0314682386815548,0.396214067935944,0.531443059444427,17.08935546875,4.58665466308594
"Aedes albopictus",-97.3010199984775,30.8346721284066,"Training",1,161,3217.66870117188,748.648498535156,0,0.268999040126801,0.171120077371597,0.271969974040985,20.2632026672363,8.16076374053955
"Aedes albopictus",120.52247009638,22.7408514184371,"Training",1,37,3237.51391601562,603.033142089844,5,4.56564044952393,0.11387524753809,1.4204283952713,23.7248516082764,3.7944917678833
"Aedes albopictus",-79.3706469273238,35.1465854922083,"Training",1,144,3494.16577148438,495.21484375,59,1.83120620250702,0.24587844312191,0.345488786697388,16.5532207489014,8.45785617828369
"Aedes albopictus",-0.417716605495201,39.4944314673751,"Training",1,38,2020.2275390625,332.772674560547,0,30.0821304321289,0.0580806583166122,0.161567553877831,17.7193927764893,6.07230806350708
"Aedes albopictus",-44.6507611958563,-21.9503339667995,"Training",1,1174,3666.51245117188,770.488220214844,35,0.0171909742057323,0.0631654933094978,0.652427136898041,19.5579357147217,2.65948438644409
"Aedes albopictus",-96.8518623564146,32.3079091943722,"Training",1,182,2832.79125976562,923.061279296875,21,0.059122409671545,0.153904601931572,0.318471997976303,19.4283599853516,8.73595809936523
"Aedes albopictus",-41.9827648020023,-7.79288508898385,"Training",1,323,3449.00073242188,1496.06359863281,17,0.00974276289343834,0.0042037321254611,0.431260228157043,28.8416538238525,1.97744965553284
"Aedes albopictus",12.2125962893155,46.2767118625216,"Training",1,1792,3188.73461914062,1903.17980957031,44,5.86459145779372e-06,0.231074512004852,0.695117175579071,5.20158624649048,7.11104679107666
"Aedes albopictus",0.103306259297824,38.8476444628048,"Training",1,5,1622.26794433594,298.440826416016,0,16.2104682922363,0.0531167201697826,0.266036778688431,18.0303745269775,5.00693607330322
"Aedes albopictus",-34.9489561272962,-7.35271059976242,"Training",1,119,3382.01171875,759.086669921875,10,40.7486419677734,0.10514172911644,0.388436883687973,25.7947959899902,1.16342353820801
"Aedes albopictus",-98.9629032741105,21.5460920905504,"Training",1,421,4921.81298828125,931.653503417969,62,8.05697536468506,0.155265182256699,0.596618354320526,24.147346496582,4.2252836227417
"Aedes albopictus",2.74435319462808,39.6201956071526,"Training",1,115,2318.24755859375,414.197296142578,1,8.91959571838379,0.0446844138205051,0.195710673928261,17.900707244873,5.10791444778442
"Aedes albopictus",120.226026052618,22.9205144752622,"Training",1,8,2330.8115234375,539.336364746094,0,23.4989280700684,0.103881850838661,1.18577146530151,23.8620223999023,3.50150799751282
"Aedes albopictus",-81.3559237052421,29.963306302805,"Training",1,16,3960.08129882812,735.332580566406,89,0.376587271690369,0.154335275292397,0.43442040681839,21.0940685272217,5.68812704086304
"Aedes albopictus",-0.516531286749057,38.3445879036946,"Training",1,42,883.569458007812,154.786682128906,0,56.4925765991211,0.0426939688622952,0.125638142228127,16.7174777984619,6.50933170318604
"Aedes albopictus",-94.2108154210843,35.9820187064449,"Training",1,424,4121.279296875,1352.82263183594,33,0.191867515444756,0.226528167724609,0.400371313095093,14.9388256072998,9.3402271270752
"Aedes albopictus",2.62757220769171,39.5573135372639,"Training",1,3,590.133056640625,340.507934570312,0,25.1293754577637,0.0446844138205051,0.195710673928261,17.900707244873,5.10791444778442
"Aedes albopictus",-0.0673736446860858,39.988504873644,"Training",1,62,1779.45288085938,272.851196289062,0,30.9908542633057,0.0891486257314682,0.162758722901344,16.1942672729492,6.1179370880127
"Aedes albopictus",-47.9026625243922,-20.7016757218653,"Training",1,718,3319.474609375,1396.0244140625,4,0.0333774089813232,0.0494126304984093,0.658505499362946,24.1170558929443,2.57291078567505
"Aedes albopictus",-41.3000451860666,-18.033679328013,"Training",1,468,3935.28466796875,918.824462890625,25,0.0861459076404572,0.0646342560648918,0.490790843963623,23.2606811523438,2.42254900932312
"Aedes albopictus",-40.518510888877,-18.0157130223304,"Training",1,236,3677.771484375,928.304504394531,9,0.0197008550167084,0.0614550821483135,0.394491940736771,24.5682392120361,2.37445974349976
"Aedes albopictus",121.133324489585,24.7081618906717,"Training",1,302,4394.619140625,1189.2060546875,58,1.60942697525024,0.19195668399334,0.798876702785492,22.5927314758301,5.01147842407227
"Aedes albopictus",-52.8344134342436,-26.0825842737762,"Training",1,568,3726.16162109375,836.900939941406,14,0.254645526409149,0.347761750221252,0.559384286403656,19.4565563201904,4.1550931930542
"Aedes albopictus",-0.390767146971427,39.5393472315814,"Training",1,27,2721.42236328125,377.838531494141,0,24.1836166381836,0.0747647508978844,0.161015152931213,16.6245040893555,6.22713994979858
"Aedes albopictus",2.60062274916794,39.5483303844226,"Training",1,0,1417.47717285156,482.762329101562,0,12.8518266677856,0.0446844138205051,0.195710673928261,17.900707244873,5.10791444778442
"Aedes albopictus",-43.4919344793339,-22.7498345696711,"Training",1,33,1827.22863769531,289.423645019531,0,127.772369384766,0.106129683554173,0.725046515464783,22.3165550231934,2.98327136039734
"Aedes albopictus",-0.408733452653962,39.5483303844226,"Training",1,68,2207.1923828125,357.122833251953,2,9.38394927978516,0.0747647508978844,0.161015152931213,16.6245040893555,6.22713994979858
"Aedes albopictus",-156.922205405916,20.8274398632501,"Training",1,508,2860.583984375,688.5654296875,0,13.1799688339233,0.0161898843944073,0.132337912917137,23.8995952606201,1.25241529941559
"Aedes albopictus",-99.0617179553644,20.8723556274564,"Training",1,714,3178.66918945312,827.91162109375,6,1.35587358474731,0.11369676887989,0.514673292636871,17.7135601043701,3.49744701385498
"Aedes albopictus",120.441621720808,23.4505204928962,"Training",1,38,3134.71655273438,804.313293457031,4,15.4450283050537,0.204643592238426,1.19070780277252,23.8556346893311,4.42632150650024
"Aedes albopictus",-76.5499369351684,38.8656107684873,"Training",1,20,3785.53833007812,1504.43286132812,60,0.0702700242400169,0.223678663372993,0.346175968647003,14.180004119873,9.38861274719238
"Aedes albopictus",120.59433531911,22.8396660996909,"Training",1,93,3550.26879882812,586.64697265625,9,1.20900022983551,0.151699408888817,1.44090950489044,22.762020111084,3.83421635627747
"Aedes albopictus",90.4109417724783,23.7110319252925,"Training",1,17,817.240783691406,285.979461669922,1,569.680908203125,0.0444541834294796,0.97668731212616,25.8240451812744,4.25364589691162
"Aedes albopictus",2.79825211167565,41.9558153458786,"Training",1,98,2295.36547851562,607.644104003906,0,22.7937602996826,0.186274871230125,0.303658545017242,15.057656288147,6.46264410018921
"Aedes albopictus",120.441621720808,22.4983062917233,"Training",1,4,2813.32470703125,684.157104492188,1,6.15788698196411,0.117872394621372,1.03927958011627,25.2219829559326,3.53806090354919
"Aedes albopictus",-1.15433513847847,38.0122112485682,"Training",1,67,1275.37866210938,166.433212280273,0,21.1752071380615,0.0285304989665747,0.114827401936054,17.5450305938721,6.72965717315674
"Aedes albopictus",120.261958663983,23.0372954621985,"Training",1,12,2173.05004882812,555.627868652344,0,61.7020454406738,0.179373562335968,1.20275568962097,24.2639293670654,4.25101184844971
"Aedes albopictus",-40.1412184695442,-19.0667419047571,"Training",1,86,3818.72314453125,796.02685546875,12,0.0276576820760965,0.0845265835523605,0.483467817306519,24.2798118591309,2.19527459144592
"Aedes albopictus",-0.408733452653962,39.4405325503276,"Training",1,23,2087.3369140625,276.726470947266,0,21.5593872070312,0.0580806583166122,0.161567553877831,17.7193927764893,6.07230806350708
"Aedes albopictus",121.09739187822,22.8396660996909,"Training",1,181,4670.82568359375,970.324462890625,35,0.98157411813736,0.433414340019226,1.28753411769867,17.4431629180908,4.18815469741821
"Aedes albopictus",47.938595139004,-18.4109717473456,"Training",1,1278,3621.55322265625,684.555786132812,64,0.131912663578987,0.0314109921455383,0.737665295600891,19.1300468444824,2.83714938163757
"Aedes albopictus",120.181110288412,23.019329156516,"Training",1,0,1238.63330078125,387.961853027344,3,17.4952259063721,0.086824893951416,1.04713296890259,23.7223358154297,3.6956615447998
"Aedes albopictus",-50.9299850318966,-29.6399127989126,"Training",1,46,3874.90649414062,487.352111816406,37,2.00555419921875,0.424007505178452,0.562460601329803,18.1247310638428,4.61775493621826
"Aedes albopictus",77.2506228600333,28.5978670709345,"Training",1,211,2445.56689453125,742.174072265625,1,84.8175354003906,0.0207426808774471,0.488381206989288,24.8560180664062,7.168297290802
"Aedes albopictus",74.1694014354813,32.0923135261821,"Training",1,221,2567.43359375,580.916381835938,0,36.9190483093262,0.0573647692799568,0.452402681112289,24.1764430999756,7.86080312728882
"Aedes albopictus",-91.1655266078974,30.4394134033915,"Training",1,25,3477.33544921875,782.572692871094,29,18.7661437988281,0.282555758953094,0.415029674768448,20.1470699310303,7.22135543823242
"Aedes albopictus",9.50866728409639,0.291952468144387,"Training",1,19,1935.32055664062,816.918579101562,19,17.585521697998,0.175490155816078,1.12102293968201,25.8708362579346,0.943143963813782
"Aedes albopictus",37.5540704545081,44.911272630651,"Training",1,77,2788.99975585938,1164.29077148438,3,4.15930795669556,0.106335930526257,0.170230135321617,14.2452421188354,8.78447341918945
"Aedes albopictus",-60.2275482226001,-3.75046631041972,"Training",1,20,3175.44921875,1002.41131591797,27,0.0240931399166584,0.456844568252563,1.27878475189209,26.5306625366211,1.1532860994339
"Aedes albopictus",-0.0583904918448468,38.641031947456,"Training",1,115,2784.95776367188,301.794342041016,21,1.29944610595703,0.0613398216664791,0.231717452406883,16.5807476043701,6.05555009841919
"Aedes albopictus",-48.899792489772,-16.973667292745,"Training",1,785,3162.82495117188,867.716796875,4,0.195620134472847,0.00770695228129625,0.647154569625854,23.4825077056885,1.88373613357544
"Aedes albopictus",41.6144555387574,41.5964892322284,"Training",1,10,3073.96606445312,1007.56311035156,1,3.81027960777283,0.285043150186539,0.693138301372528,16.0470581054688,6.44088411331177
"Aedes albopictus",-50.4538779313099,-25.9298706754749,"Training",1,782,3998.2177734375,995.844482421875,83,0.0632619336247444,0.272703498601913,0.467921763658524,18.2657127380371,3.83577799797058
"Aedes albopictus",-43.7075301475241,-6.84067088781097,"Training",1,211,3351.70947265625,895.544067382812,19,0.0201123952865601,0.0106881577521563,0.555080235004425,27.9594135284424,1.6730751991272
"Aedes albopictus",-35.2004844068515,-7.73000301909508,"Training",1,73,3534.98608398438,1176.30554199219,10,0.178779348731041,0.105148047208786,0.324178129434586,25.1553325653076,1.23020195960999
"Aedes albopictus",101.208691487672,14.2607551362937,"Training",1,72,4190.3369140625,1049.53491210938,50,0.915231704711914,0.0650471821427345,0.719659149646759,27.6969165802002,1.73995232582092
"Aedes albopictus",-45.1538177549669,-20.6477768048178,"Training",1,1019,3867.05981445312,1009.15008544922,13,0.0354328006505966,0.0458543673157692,0.765127301216125,20.9173679351807,2.46176409721375
"Aedes albopictus",-1.82807160157293,37.1498285758079,"Training",1,23,1217.24987792969,365.843963623047,0,5.85804319381714,0.0295800752937794,0.134080484509468,17.5615921020508,5.95977878570557
"Aedes albopictus",-75.3551776072809,39.9076564980728,"Training",1,63,3538.48217773438,1178.24621582031,66,8.67196369171143,0.240482047200203,0.336892306804657,12.944655418396,9.57435607910156
"Aedes albopictus",120.261958663983,22.7318682655959,"Training",1,4,1973.658203125,626.307556152344,1,17.8545017242432,0.127427577972412,1.10010933876038,25.0649948120117,3.91105675697327
"Aedes albopictus",120.315857581031,22.6240704315008,"Training",1,12,973.034545898438,264.314666748047,0,146.044616699219,0.127427577972412,1.10010933876038,25.0649948120117,3.91105675697327
"Aedes albopictus",105.170261890667,17.6024879932401,"Training",1,170,2806.13500976562,879.998596191406,3,19.2376937866211,0.0382524318993092,1.33940303325653,23.7272720336914,3.13898348808289
"Aedes albopictus",-35.7574398830096,-6.30168171733575,"Training",1,171,2785.1318359375,1032.72546386719,1,0.037567600607872,0.0215230397880077,0.188117951154709,25.8046493530273,1.13188922405243
"Aedes albopictus",2.81621841735816,41.8390343589423,"Training",1,102,2565.79345703125,405.067199707031,19,3.82586622238159,0.186274871230125,0.303658545017242,15.0069055557251,6.48091983795166
"Aedes albopictus",-3.61571901698355,37.1947443400142,"Training",1,682,1241.23376464844,220.824813842773,0,64.2849655151367,0.0221772454679012,0.1669662296772,15.1706409454346,7.34436321258545
"Aedes albopictus",2.69045427758053,41.9827648044023,"Training",1,132,3429.75830078125,650.210632324219,40,0.0750231519341469,0.198957830667496,0.451339602470398,13.2598943710327,6.31591367721558
"Aedes albopictus",-0.33686822992388,39.4764651616926,"Training",1,9,1442.72241210938,219.53205871582,0,89.3387145996094,0.0580806583166122,0.161567553877831,17.7193927764893,6.07230806350708
"Aedes albopictus",-47.408589118123,-23.5762846310664,"Training",1,682,3112.86401367188,631.107177734375,23,0.17002272605896,0.128800630569458,0.528977155685425,21.1695079803467,3.22403645515442
"Aedes albopictus",88.4346481474012,22.9744133923097,"Training",1,16,2921.5908203125,905.948120117188,2,33.857608795166,0.0448866561055183,0.885119557380676,26.1297912597656,4.60477638244629
"Aedes albopictus",127.152036893229,35.8203219553024,"Training",1,51,1641.70825195312,706.230773925781,1,104.333206176758,0.102190628647804,0.630412936210632,13.5286636352539,9.90364170074463
"Aedes albopictus",-77.8974098613573,34.0326745398929,"Training",1,2,2112.29907226562,814.276916503906,12,11.2978162765503,0.25741308927536,0.518644750118256,17.7945461273193,7.52206563949585
"Aedes albopictus",-54.3256168058927,-25.1393532254446,"Training",1,273,3654.89526367188,1906.52478027344,0,0.134190410375595,0.310229986906052,0.506425082683563,22.6552848815918,4.26165056228638
"Aedes albopictus",-0.489581828225283,39.4225662446451,"Training",1,123,2203.72998046875,157.42253112793,10,17.3633480072021,0.0580806583166122,0.161567553877831,17.7193927764893,6.07230806350708
"Aedes albopictus",-82.6135651030185,35.5867599814298,"Training",1,660,3497.97021484375,1216.73754882812,47,5.422043800354,0.248452603816986,0.29559513926506,12.6638374328613,8.18235969543457
"Aedes albopictus",-45.6209417027124,-23.4684867969714,"Training",1,843,4293.177734375,885.670532226562,26,0.03595370054245,0.126792803406715,0.523495554924011,20.7628803253174,3.06369042396545
"Aedes albopictus",-0.291952465717571,39.988504873644,"Training",1,347,2712.47485351562,203.370666503906,24,0.220666170120239,0.110087879002094,0.196373909711838,14.6563768386841,6.36655378341675
"Aedes albopictus",120.495520637856,22.6420367371833,"Training",1,23,3286.6552734375,697.786376953125,0,9.14438915252686,0.127427577972412,1.10010933876038,25.0649948120117,3.91105675697327
"Aedes albopictus",-40.7700391684323,-20.4321811366277,"Training",1,772,5101.86572265625,712.969116210938,58,0.296692609786987,0.105061300098896,0.687357902526855,19.8383960723877,2.48371458053589
"Aedes albopictus",-35.5508273676606,-6.84965404065223,"Training",1,270,4535.95947265625,1272.34582519531,60,0.436100602149963,0.0777162462472916,0.254703015089035,24.0129871368408,1.17467308044434
"Aedes albopictus",2.93299940429452,42.1264952498624,"Training",1,133,3133.28173828125,708.842346191406,3,0.281303375959396,0.211040422320366,0.346782565116882,14.4942989349365,6.37848472595215
"Aedes albopictus",-0.381783994130188,39.7818923582952,"Training",1,261,2208.79370117188,207.606262207031,2,0.629696071147919,0.110087879002094,0.196373909711838,14.6563768386841,6.36655378341675
"Aedes albopictus",2.25926294120009,41.9198827345136,"Training",1,484,1939.54541015625,680.812133789062,0,18.6330280303955,0.167120754718781,0.339929819107056,12.8359317779541,6.2627854347229
"Aedes albopictus",2.53774067927912,39.4944314673751,"Training",1,15,726.224609375,464.948883056641,1,3.47862529754639,0.0303329117596149,0.171874940395355,18.2824153900146,4.98880100250244
"Aedes albopictus",120.208059746936,23.1001775320873,"Training",1,6,2528.77587890625,600.115295410156,0,8.37589263916016,0.086824893951416,1.04713296890259,23.7223358154297,3.6956615447998
"Aedes albopictus",-48.1901234153125,-6.19388388324072,"Training",1,137,3939.4287109375,1005.06335449219,6,0.00126668286975473,0.030376922339201,0.912578523159027,27.2582950592041,1.32785856723785
"Aedes albopictus",-35.4789621449305,-6.70592359519216,"Training",1,294,4415.8037109375,1447.36730957031,48,0.0408605672419071,0.054645013064146,0.254974097013474,25.5807094573975,1.12690341472626
"Aedes albopictus",120.396705956602,23.76493084234,"Training",1,22,2770.00805664062,1091.35913085938,1,4.50036859512329,0.149636656045914,0.954349875450134,23.1188640594482,4.12873268127441
"Aedes albopictus",120.261958663983,22.7678008769609,"Training",1,11,2856.6953125,691.881103515625,0,13.5075788497925,0.149966791272163,1.17397439479828,24.7455806732178,4.10992336273193
"Aedes albopictus",2.81621841735816,41.9827648044023,"Training",1,77,1187.97387695312,315.320373535156,0,54.810920715332,0.186274871230125,0.303658545017242,15.057656288147,6.46264410018921
"Aedes albopictus",-81.4008394694484,30.2507671937251,"Training",1,6,2869.4990234375,510.736846923828,25,14.7048501968384,0.164614632725716,0.428590208292007,20.6551170349121,5.97066974639893
"Aedes albopictus",2.63655536053298,39.5842629957876,"Training",1,45,1703.80126953125,267.021484375,0,73.8369979858398,0.0446844138205051,0.195710673928261,17.900707244873,5.10791444778442
"Aedes albopictus",-3.86724729653881,36.7545698507927,"Training",1,49,2495.12548828125,470.4365234375,0,12.3598613739014,0.0257344469428062,0.279235690832138,14.9832782745361,6.68666410446167
"Aedes albopictus",120.639251083316,22.7139019599134,"Training",1,105,3569.42797851562,718.902770996094,19,1.76459145545959,0.11387524753809,1.4204283952713,23.7248516082764,3.7944917678833
"Aedes albopictus",-42.0815794832562,-19.3901354070422,"Training",1,605,3694.42797851562,1041.54821777344,26,0.0117172170430422,0.0296672135591507,0.506311237812042,24.5687885284424,2.49490094184875
"Aedes albopictus",99.9420669370545,9.52663358895309,"Training",1,61,4446.125,1232.30981445312,41,2.24710440635681,0.245847418904305,0.738722622394562,27.4894676208496,0.859442472457886
"Aedes albopictus",-90.599587978898,34.2303039024005,"Training",1,50,3316.93725585938,1151.39111328125,8,0.203040838241577,0.250287234783173,0.410295277833939,17.7398223876953,8.8984203338623
"Aedes albopictus",-35.2813327824228,-6.49931107984334,"Training",1,65,3557.2919921875,1226.91528320312,3,0.283496618270874,0.0417768992483616,0.267533659934998,26.0617485046387,1.12833178043365
"Aedes albopictus",-3.58876955845977,37.1588117286492,"Training",1,687,1170.53625488281,222.879058837891,0,67.1339797973633,0.0221772454679012,0.1669662296772,15.1706409454346,7.34436321258545
"Aedes albopictus",-52.2505084995618,-27.6276865624718,"Training",1,735,2776.86987304688,515.884399414062,9,14.7984886169434,0.42156183719635,0.63350111246109,18.509334564209,4.51814603805542
"Aedes albopictus",-80.8438839932904,35.2364170206209,"Training",1,218,2404.06201171875,742.071533203125,7,29.2577857971191,0.231354743242264,0.262994706630707,16.6450366973877,8.55079460144043
"Aedes albopictus",126.451350971611,36.7455866979515,"Training",1,13,2545.28979492188,1776.26965332031,0,1.35232925415039,0.0982499644160271,0.567863583564758,12.9914216995239,8.83920955657959
"Aedes albopictus",-42.0186974133674,-7.46050843385747,"Training",1,244,3557.07934570312,1413.84143066406,50,0.000884056906215847,0.00456766411662102,0.497483193874359,29.0004539489746,1.99946093559265
"Aedes albopictus",1.67535800651822,41.9108995816723,"Training",1,514,2265.47314453125,611.912902832031,2,5.68482780456543,0.138413980603218,0.272994607686996,13.2056980133057,6.84938716888428
"Aedes albopictus",-42.8271811690807,-18.2402918433618,"Training",1,678,4072.13134765625,1086.86120605469,16,0.23023422062397,0.0391842871904373,0.57505214214325,20.9926223754883,2.38512134552002
"Aedes albopictus",-0.327885077082612,39.3686673275975,"Training",1,3,2592.41162109375,1017.39300537109,28,2.13400506973267,0.0580806583166122,0.161567553877831,17.7193927764893,6.07230806350708
